Sp_eBird
Abeillia abeillei
Lepidocolaptes leucogaster
Lepidocolaptes affinis
Lepidocolaptes souleyetii
Lepidocolaptes squamatus
Dasylophus cumingi
Lepidopygia nana
Lepidothrix coeruleocapilla
Lepidothrix coronata
Lepidothrix iris
Lepidothrix isidorei
Lepidothrix nattereri
Lepidothrix serena
Lepidothrix suavissima
Lepidothrix vilasboasi
Leptasthenura aegithaloides
Leptasthenura andicola
Leptasthenura aegithaloides
Leptasthenura fuliginiceps
Leptasthenura aegithaloides
Leptasthenura pileata
Leptasthenura platensis
Leptasthenura setaria
Leptasthenura striata
Leptasthenura striolata
Leptasthenura xenothorax
Leptocoma aspasia
Leptocoma brasiliana
Leptocoma calcostetha
Leptocoma sperata
Leptocoma minima
Leptocoma sperata
Leptocoma zeylonica
Leptodon cayanensis
Leptodon forbesi
Leptopoecile elegans
Leptopoecile sophiae
Leptopogon superciliaris
Leptopogon amaurocephalus
Leptopogon rufipectus
Leptopogon superciliaris
Leptopogon taczanowskii
Leptopterus chabert
Leptoptilos crumenifer
Leptoptilos dubius
Leptoptilos javanicus
Leptosittaca branickii
Leptosomus discolor
Leptotila plumbeiceps
Leptotila cassinii
Leptotila conoveri
Leptotila jamaicensis
Leptotila megalura
Leptotila ochraceiventris
Leptotila pallida
Leptotila plumbeiceps
Leptotila rufaxilla
Leptotila verreauxi
Leptotila wellsi
Leptotrygon veraguensis
Lerwa lerwa
Lesbia nuna
Lesbia victoriae
Lessonia oreas
Lessonia rufa
Thaumasius baeri
Talaphorus chlorocercus
Leucippus fallax
Thaumasius taczanowskii
Leucocarbo atriceps
Leucocarbo bransfieldensis
Leucocarbo georgianus
Leucocarbo melanogenis
Leucocarbo nivalis
Leucocarbo purpurascens
Leucocarbo bougainvillii
Leucocarbo campbelli
Leucocarbo carunculatus
Leucocarbo chalconotus
Leucocarbo colensoi
Leucocarbo magellanicus
Leucocarbo onslowi
Leucocarbo ranfurlyi
Leucocarbo verrucosus
Leucochloris albicollis
Leucogeranus leucogeranus
Dryobates albolarvatus
Dryobates arizonae
Dryobates borealis
Dryobates fumigatus
Dryobates stricklandi
Dryobates villosus
Leucopeza semperi
Leucopsar rothschildi
Leucopternis kuhli
Leucopternis melanops
Leucopternis semiplumbeus
Leucosarcia melanoleuca
Leucosticte arctoa
Leucosticte atrata
Leucosticte australis
Leucosticte brandti
Leucosticte nemoricola
Leucosticte tephrocotis
Lewinia mirifica
Lewinia muelleri
Lewinia pectoralis
Lewinia striata
Lichenostomus cratitius
Lichenostomus melanops
Lichmera alboauricularis
Lichmera argentauris
Lichmera deningeri
Lichmera flavicans
Lichmera incana
Lichmera indistincta
Lichmera limbata
Lichmera lombokia
Lichmera monticola
Lichmera notabilis
Lichmera squamata
Limnoctites rectirostris
Limnodromus griseus
Limnodromus scolopaceus
Limnodromus semipalmatus
Limnornis curvirostris
Limnothlypis swainsonii
Limosa fedoa
Limosa haemastica
Limosa lapponica
Limosa limosa
Linaria cannabina
Linaria flavirostris
Linaria johannis
Linaria yemenensis
Linurgus olivaceus
Liocichla bugunorum
Liocichla omeiensis
Liocichla phoenicea
Liocichla ripponi
Liocichla steerii
Lioparus chrysotis
Liosceles thoracicus
Lipaugus ater
Lipaugus conditus
Lipaugus fuscocinereus
Lipaugus lanioides
Lipaugus streptophorus
Lipaugus unirufus
Lipaugus uropygialis
Lipaugus vociferans
Lipaugus weberi
Lissotis hartlaubii
Lissotis melanogaster
Loboparadisea sericea
Lobotos lobatus
Lobotos oriolinus
Lochmias nematura
Locustella accentor
Locustella alishanensis
Helopsaltes amnicola
Locustella castanea
Locustella disturbans
Locustella musculus
Locustella caudata
Helopsaltes certhiola
Locustella chengi
Locustella davidi
Helopsaltes fasciolatus
Locustella fluviatilis
Locustella kashmirensis
Locustella lanceolata
Locustella luscinioides
Locustella luteoventris
Locustella major
Locustella idonea
Locustella mandelli
Locustella montis
Locustella naevia
Helopsaltes ochotensis
Helopsaltes pleskei
Locustella portenta
Helopsaltes pryeri
Locustella seebohmi
Locustella tacsanowskia
Locustella thoracica
Loddigesia mirabilis
Lonchura atricapilla
Lonchura caniceps
Lonchura castaneothorax
Lonchura ferruginosa
Lonchura flaviprymna
Lonchura forbesi
Lonchura fuscans
Padda fuscata
Lonchura grandis
Lonchura hunsteini
Lonchura nigerrima
Lonchura kelaarti
Lonchura leucogastra
Lonchura leucogastroides
Mayrimunia leucosticta
Lonchura maja
Lonchura malacca
Lonchura melaena
Lonchura molucca
Lonchura montana
Lonchura monticola
Lonchura nevermanni
Padda oryzivora
Lonchura pallida
Lonchura punctulata
Lonchura quinticolor
Lonchura spectabilis
Lonchura striata
Lonchura stygia
Lonchura teerinki
Mayrimunia tristissima
Lonchura vana
Lophaetus occipitalis
Lophoceros alboterminatus
Lophoceros bradfieldi
Lophoceros camurus
Lophoceros fasciatus
Lophoceros hemprichii
Lophoceros nasutus
Lophoceros pallidirostris
Lophoceros fasciatus
Lophodytes cucullatus
Lophoictinia isura
Lopholaimus antarcticus
Lophonetta specularioides
Lophophanes cristatus
Lophophanes dichrous
Lophophorus impejanus
Lophophorus lhuysii
Lophophorus sclateri
Lophorina superba
Ptiloris intercedens
Ptiloris magnificus
Lophorina minor
Ptiloris paradiseus
Lophorina superba
Ptiloris victoriae
Lophornis adorabilis
Lophornis brachylophus
Lophornis chalybeus
Lophornis delattrei
Lophornis gouldii
Lophornis helenae
Lophornis magnificus
Lophornis ornatus
Lophornis pavoninus
Lophornis stictolophus
Lophornis verreauxii
Lophospingus griseocristatus
Lophospingus pusillus
Lophostrix cristata
Lophotibis cristata
Eupodotis gindiana
Eupodotis ruficrista
Eupodotis savilei
Lophotriccus eulophotes
Lophotriccus galeatus
Lophotriccus pileatus
Lophotriccus vitiosus
Lophotriorchis kienerii
Lophura bulweri
Lophura diardi
Lophura edwardsi
Lophura erythrophthalma
Lophura ignita
Lophura inornata
Lophura leucomelanos
Lophura nycthemera
Lophura erythrophthalma
Lophura ignita
Lophura swinhoii
Loriculus amabilis
Loriculus aurantiifrons
Loriculus beryllinus
Loriculus catamene
Loriculus exilis
Loriculus flosculus
Loriculus galgulus
Loriculus camiguinensis
Loriculus philippensis
Loriculus pusillus
Loriculus sclateri
Loriculus stigmatus
Loriculus tener
Loriculus vernalis
Lorius albidinucha
Lorius chlorocercus
Lorius domicella
Lorius garrulus
Lorius hypoinochrous
Lorius lory
Loxia curvirostra
Loxia sinesciuris
Loxia leucoptera
Loxia megaplaga
Loxia pytyopsittacus
Loxia scotica
Loxigilla barbadensis
Loxigilla noctis
Loxioides bailleui
Loxipasser anoxanthus
Loxops caeruleirostris
Loxops coccineus
Loxops ochraceus
Lullula arborea
Lurocalis rufiventris
Lurocalis semitorquatus
Luscinia luscinia
Luscinia megarhynchos
Lybius chaplini
Lybius guifsobalito
Lybius leucocephalus
Lybius leucocephalus
Lybius rubrifacies
Lybius leucocephalus
Lybius torquatus
Lybius undatus
Lybius vieilloti
Lycocorax pyrrhopterus
Lycocorax pyrrhopterus
Lymnocryptes minimus
Lyncornis macrotis
Lyncornis temminckii
Lyrurus mlokosiewiczi
Lyrurus tetrix
Macgregoria pulchra
Machaerirhynchus flaviventer
Machaerirhynchus nigripectus
Machaeropterus deliciosus
Machaeropterus eckelberryi
Machaeropterus pyrocephalus
Machaeropterus regulus
Machaeropterus striolatus
Macheiramphus alcinus
Machetornis rixosa
Machlolophus holsti
Machlolophus nuchalis
Machlolophus spilonotus
Machlolophus aplonotus
Machlolophus xanthogenys
Mackenziaena leachii
Mackenziaena severa
Macroagelaius imthurni
Macroagelaius subalaris
Macrocephalon maleo
Macronectes giganteus
Macronectes halli
Macronus ptilosus
Macronus striaticeps
Macronyx ameliae
Macronyx aurantiigula
Macronyx capensis
Macronyx croceus
Macronyx flavicollis
Macronyx fuelleborni
Macronyx grimwoodi
Hemimacronyx sharpei
Macropsalis forcipata
Macropygia amboinensis
Macropygia doreya
Macropygia cinnamomea
Macropygia emiliana
Macropygia modiglianii
Macropygia sp.
Macropygia macassariensis
Macropygia mackinlayi
Macropygia magna
Macropygia nigrirostris
Macropygia phasianella
Macropygia ruficeps
Macropygia rufipennis
Macropygia tenuirostris
Macropygia timorlaoensis
Macropygia unchall
Macrosphenus concolor
Macrosphenus flavicans
Macrosphenus kempi
Macrosphenus kretschmeri
Macrosphenus pulitzeri
Madanga ruficollis
Magumma parva
Malacocincla abbotti
Malacocincla perspicillata
Malacocincla sepiaria
Malaconotus alius
Malaconotus blanchoti
Malaconotus cruentus
Malaconotus gladiator
Malaconotus lagdeni
Malaconotus monteiri
Malacopteron affine
Malacopteron albogulare
Malacopteron cinereum
Malacopteron magnirostre
Malacopteron magnum
Malacopteron palawanense
Malacoptila fulvogularis
Malacoptila fusca
Malacoptila striata
Malacoptila mystacalis
Malacoptila panamensis
Malacoptila rufa
Malacoptila semicincta
Malacoptila striata
Malacorhynchus membranaceus
Malcorus pectoralis
Malia grata
Malimbus ballmanni
Malimbus cassini
Malimbus coronatus
Malimbus erythrogaster
Malimbus ibadanensis
Malimbus malimbicus
Malimbus nitens
Malimbus racheliae
Malimbus rubricollis
Malimbus scutatus
Malindangia mcgregori
Malurus alboscapulatus
Malurus amabilis
Malurus assimilis
Malurus coronatus
Malurus cyaneus
Malurus cyanocephalus
Malurus elegans
Malurus lamberti
Malurus leucopterus
Malurus melanocephalus
Malurus pulcherrimus
Malurus splendens
Manacus aurantiacus
Manacus candei
Manacus manacus
Manacus vitellinus
Mandingoa nitidula
Manorina flavigula
Manorina melanocephala
Manorina melanophrys
Manorina melanotis
Loxops mana
Manucodia ater
Manucodia chalybatus
Manucodia comrii
Manucodia jobiensis
Mareca americana
Mareca falcata
Mareca penelope
Mareca sibilatrix
Mareca strepera
Margarobyas lawrencii
Margaroperdix madagarensis
Margarops fuscatus
Margarornis bellulus
Margarornis rubiginosus
Margarornis squamiger
Margarornis stellatus
Marmaronetta angustirostris
Tachyphonus surinamus
Masius chrysopterus
Mayrornis lessoni
Mayrornis schistaceus
Mayrornis versicolor
Mazaria propinqua
Mearnsia novaeguineae
Mearnsia picina
Mecocerculus calopterus
Mecocerculus hellmayri
Mecocerculus leucophrys
Mecocerculus minor
Mecocerculus poecilocercus
Mecocerculus stictopterus
Megabyas flammulatus
Megaceryle alcyon
Megaceryle lugubris
Megaceryle maxima
Megaceryle torquata
Megacrex inepta
Megadyptes antipodes
Melampitta gigantea
Ptilinopus bernsteinii
Ptilinopus magnificus
Cincloramphus grosvenori
Cincloramphus llaneae
Cincloramphus mariei
Cincloramphus rubiginosus
Cincloramphus rufus
Cincloramphus whitneyi
Cincloramphus whitneyi
Megalurus palustris
Megapodius bernsteinii
Megapodius cumingii
Megapodius decollatus
Megapodius eremita
Megapodius forsteni
Megapodius freycinet
Megapodius geelvinkianus
Megapodius laperouse
Megapodius layardi
Megapodius nicobariensis
Megapodius pritchardii
Megapodius reinwardt
Megapodius tenimberensis
Megarynchus pitangua
Megascops albogularis
Megascops asio
Megascops sp.
Megascops atricapilla
Megascops barbarus
Megascops choliba
Megascops clarkii
Megascops ingens
Megascops cooperi
Megascops gilesi
Megascops guatemalae
Megascops hoyi
Megascops ingens
Megascops kennicottii
Megascops koepckeae
Megascops marshalli
Gymnasio nudipes
Megascops petersoni
Megascops roboratus
Megascops sanctaecatarinae
Megascops seductus
Megascops trichopsis
Megascops centralis
Megascops guatemalae
Megascops roraimae
Megascops watsonii
Megastictus margaritatus
Megatriorchis doriae
Megaxenops parnaguae
Megazosterops palauensis
Meiglyptes tristis
Meiglyptes jugularis
Meiglyptes tristis
Meiglyptes tukki
Melaenornis annamarulae
Melaenornis ardesiacus
Melaenornis brunneus
Melaenornis chocolatinus
Melaenornis edolioides
Melaenornis fischeri
Melaenornis herero
Melaenornis pammelaina
Melaenornis semipartitus
Melaenornis silens
Melampitta lugubris
Melamprosops phaeosoma
Melanerpes aurifrons
Melanerpes cactorum
Melanerpes candidus
Melanerpes carolinus
Melanerpes chrysauchen
Melanerpes chrysogenys
Melanerpes cruentatus
Melanerpes erythrocephalus
Melanerpes flavifrons
Melanerpes formicivorus
Melanerpes herminieri
Melanerpes hoffmannii
Melanerpes hypopolius
Melanerpes lewis
Melanerpes portoricensis
Melanerpes pucherani
Melanerpes pulcher
Melanerpes pygmaeus
Melanerpes radiolatus
Melanerpes rubricapillus
Melanerpes striatus
Melanerpes superciliaris
Melanerpes uropygialis
Melaniparus afer
Melaniparus albiventris
Melaniparus carpi
Melaniparus cinerascens
Melaniparus fasciiventer
Melaniparus fringillinus
Melaniparus funereus
Melaniparus griseiventris
Melaniparus guineensis
Melaniparus leucomelas
Melaniparus leuconotus
Melaniparus niger
Melaniparus rufiventris
Melaniparus rufiventris
Melaniparus thruppi
Melanitta americana
Melanitta deglandi
Melanitta fusca
Melanitta nigra
Melanitta perspicillata
Melanitta stejnegeri
Melanocharis arfakiana
Melanocharis longicauda
Melanocharis nigra
Melanocharis striativentris
Melanocharis versteri
Melanochlora sultanea
Melanocorypha bimaculata
Melanocorypha calandra
Melanocorypha maxima
Melanocorypha mongolica
Melanocorypha yeltoniensis
Melanodera melanodera
Melanodera xanthogramma
Melanodryas cucullata
Melanodryas vittata
Melanopareia elegans
Melanopareia maranonica
Melanopareia maximiliani
Melanopareia torquata
Melanoperdix niger
Melanoptila glabrirostris
Melanorectes nigrescens
Melanospiza bicolor
Melanospiza richardsoni
Melanotis caerulescens
Melanotis hypoleucus
Meleagris gallopavo
Meleagris ocellata
Meliarchus sclateri
Melichneutes robustus
Melidectes belfordi
Melidectes foersteri
Melidectes fuscus
Melidectes leucostephes
Melidectes nouhuysi
Melidectes ochromelas
Melidectes princeps
Melidectes rufocrissalis
Melidectes torquatus
Melidora macrorrhina
Melierax canorus
Melierax metabates
Melierax poliopterus
Melignomon eisentrauti
Melignomon zenkeri
Melilestes megarhynchus
Meliphacator provocator
Meliphaga aruensis
Meliphaga lewinii
Meliphaga notata
Melipotes ater
Melipotes carolae
Melipotes fumigatus
Melipotes gymnops
Melithreptus affinis
Melithreptus albogularis
Melithreptus brevirostris
Melithreptus chloropsis
Melithreptus gularis
Melithreptus gularis
Melithreptus lunatus
Melithreptus validirostris
Melitograis gilolensis
Mellisuga helenae
Mellisuga minima
Cracticus quoyi
Melocichla mentalis
Melopsittacus undulatus
Melospiza georgiana
Melospiza lincolnii
Melospiza melodia
Melozone aberti
Melozone albicollis
Melozone biarcuata
Melozone cabanisi
Melozone crissalis
Melozone fusca
Melozone kieneri
Melozone leucotis
Melozone leucotis
Mentocrex beankaensis
Mentocrex kioloides
Menura alberti
Menura novaehollandiae
Merganetta armata
Mergellus albellus
Mergus merganser
Mergus octosetaceus
Mergus serrator
Mergus squamatus
Meropogon forsteni
Merops albicollis
Merops americanus
Merops apiaster
Merops boehmi
Merops breweri
Merops bullockoides
Merops bulocki
Merops orientalis
Merops gularis
Merops hirundineus
Merops variegatus
Merops leschenaulti
Merops malimbicus
Merops mentalis
Merops muelleri
Merops nubicoides
Merops nubicus
Merops oreobates
Merops orientalis
Merops ornatus
Merops persicus
Merops philippinus
Merops pusillus
Merops revoilii
Merops superciliosus
Merops variegatus
Merops viridis
Merops orientalis
Merulaxis ater
Merulaxis stresemanni
Mesembrinibis cayennensis
Mesitornis unicolor
Mesitornis variegatus
Monarcha godeffroyi
Metabolus rugensis
Monarcha takatsukasae
Metallura aeneocauda
Metallura baroni
Metallura eupogon
Metallura iracunda
Metallura odomae
Metallura phoebe
Metallura theresiae
Metallura tyrianthina
Metallura williami
Metopidius indicus
Metopothrix aurantiaca
Metriopelia aymara
Metriopelia ceciliae
Metriopelia melanoptera
Metriopelia morenoi
Micrastur buckleyi
Micrastur gilvicollis
Micrastur mintoni
Micrastur mirandollei
Micrastur plumbeus
Micrastur ruficollis
Micrastur semitorquatus
Micrathene whitneyi
Microbates cinereiventris
Microbates collaris
Microcarbo africanus
Microcarbo coronatus
Microcarbo melanoleucos
Microcarbo niger
Microcarbo pygmaeus
Microcerculus bambla
Microcerculus marginatus
Microcerculus philomela
Microcerculus ustulatus
Microchera albocoronata
Microdynamis parva
Microeca fascinans
Microeca flavigaster
Microeca hemixantha
Microeca flavigaster
Microhierax caerulescens
Microhierax erythrogenys
Microhierax fringillarius
Microhierax latifrons
Microhierax melanoleucos
Microligea palustris
Micromacronus leytensis
Micromacronus sordidus
Micromonacha lanceolata
Micronisus gabar
Microparra capensis
Micropsitta bruijnii
Micropsitta finschii
Micropsitta geelvinkiana
Micropsitta keiensis
Micropsitta meeki
Micropsitta pusio
Micropternus brachyurus
Territornis albilineata
Microptilotis albonotatus
Microptilotis analogus
Microptilotis cinereifrons
Microptilotis flavirictus
Territornis fordiana
Microptilotis gracilis
Microptilotis imitatrix
Microptilotis mimikae
Microptilotis montanus
Microptilotis orientalis
Territornis reticulata
Microptilotis vicina
Micropygia schomburgkii
Microrhopias quixensis
Microspingus alticola
Microspingus cabanisi
Microspingus cinereus
Microspingus erythrophrys
Microspingus lateralis
Microspingus melanoleucus
Microspingus torquatus
Microspingus torquatus
Microspingus trifasciatus
Microstilbon burmeisteri
Brachypodius melanoleucos
Microxenops milleri
Milvago chimachima
Milvus migrans
Milvus migrans
Milvus milvus
Mimus dorsalis
Mimus gilvus
Mimus graysoni
Mimus gundlachii
Mimus longicaudatus
Mimus macdonaldi
Mimus melanotis
Mimus parvulus
Mimus patagonicus
Mimus polyglottos
Mimus saturninus
Mimus thenca
Mimus trifasciatus
Mimus triurus
Minla ignotincta
Mino anais
Mino dumontii
Mino kreffti
Mionectes olivaceus
Mionectes macconnelli
Mionectes oleagineus
Mionectes olivaceus
Mionectes roraimae
Mionectes rufiventris
Mionectes striaticollis
Mirafra affinis
Mirafra africana
Mirafra albicauda
Mirafra angolensis
Mirafra apiata
Mirafra ashi
Mirafra assamica
Mirafra cheniana
Mirafra collaris
Mirafra cordofanica
Mirafra erythrocephala
Mirafra erythroptera
Mirafra fasciolata
Mirafra gilletti
Mirafra hypermetra
Mirafra cantillans
Mirafra javanica
Mirafra microptera
Mirafra passerina
Mirafra pulpa
Mirafra rufa
Mirafra rufocinnamomea
Mirafra africana
Mirafra somalica
Mirafra williamsi
Mitrephanes olivaceus
Mitrephanes phaeocercus
Mitrospingus cassinii
Mitrospingus oleagineus
Mitu mitu
Mitu salvini
Mitu tomentosum
Mitu tuberosum
Mixornis bornensis
Mixornis flavicollis
Mixornis gularis
Mixornis kelleyi
Mixornis flavicollis
Mniotilta varia
Modulatrix stictigula
Mohoua albicilla
Mohoua novaeseelandiae
Mohoua ochrocephala
Molothrus aeneus
Molothrus aeneus
Molothrus ater
Molothrus bonariensis
Molothrus oryzivorus
Molothrus rufoaxillaris
Momotus aequatorialis
Momotus bahamensis
Momotus coeruliceps
Momotus lessonii
Momotus mexicanus
Momotus momota
Momotus subrufescens
Monachella muelleriana
Monachella muelleriana
Monarcha castaneiventris
Monarcha erythrostictus
Monarcha cinerascens
Monarcha frater
Monarcha castaneiventris
Monarcha melanopsis
Monarcha richardsii
Monarcha castaneiventris
Monasa atra
Monasa flavirostris
Monasa morphoeus
Monasa nigrifrons
Monias benschi
Montecincla cachinnans
Montecincla fairbanki
Montecincla jerdoni
Montecincla meridionalis
Monticola angolensis
Monticola brevipes
Monticola cinclorhyncha
Monticola sharpei
Monticola explorator
Monticola gularis
Monticola imerina
Monticola rufiventris
Monticola rufocinereus
Monticola rupestris
Monticola saxatilis
Thamnolaea semirufa
Monticola sharpei
Monticola solitarius
Montifringilla adamsi
Montifringilla henrici
Montifringilla nivalis
Morococcyx erythropygus
Morphnarchus princeps
Morphnus guianensis
Morus bassanus
Morus capensis
Morus serrator
Motacilla aguimp
Motacilla alba
Motacilla capensis
Motacilla cinerea
Motacilla citreola
Motacilla clara
Motacilla flava
Motacilla flaviventris
Motacilla grandis
Motacilla maderaspatensis
Motacilla samveasnae
Motacilla tschutschensis
Moupinia poecilotis
Mulleripicus fuliginosus
Mulleripicus fulvus
Mulleripicus funebris
Mulleripicus pulverulentus
Muscicapa adusta
Muscicapa aquatica
Muscicapa cassini
Muscicapa dauurica
Muscicapa sodhii
Muscicapa williamsoni
Muscicapa epulata
Muscicapa ferruginea
Muscicapa gambagae
Muscicapa griseisticta
Muscicapa muttui
Muscicapa randi
Muscicapa segregata
Muscicapa sethsmithi
Muscicapa sibirica
Muscicapa striata
Muscigralla brevicauda
Muscipipra vetula
Muscisaxicola albifrons
Muscisaxicola albilora
Muscisaxicola alpinus
Muscisaxicola capistratus
Muscisaxicola cinereus
Muscisaxicola flavinucha
Syrtidicola fluviatilis
Muscisaxicola frontalis
Muscisaxicola griseus
Muscisaxicola juninensis
Muscisaxicola maclovianus
Muscisaxicola maculirostris
Muscisaxicola rufivertex
Muscisaxicola rufivertex
Musophaga rossae
Musophaga violacea
Myadestes coloratus
Myadestes elisabeth
Myadestes genibarbis
Myadestes lanaiensis
Myadestes melanops
Myadestes obscurus
Myadestes occidentalis
Myadestes palmeri
Myadestes ralloides
Myadestes townsendi
Myadestes unicolor
Mycerobas affinis
Mycerobas carnipes
Mycerobas icterioides
Mycerobas melanozanthos
Mycteria americana
Mycteria cinerea
Mycteria ibis
Mycteria leucocephala
Myiagra albiventris
Myiagra alecto
Myiagra atra
Myiagra azureocapilla
Myiagra caledonica
Myiagra castaneigularis
Myiagra cervinicauda
Myiagra hebetior
Myiagra cyanoleuca
Myiagra hebetior
Myiagra erythrops
Myiagra ferrocyanea
Myiagra galeata
Myiagra hebetior
Myiagra inquieta
Myiagra nana
Myiagra oceanica
Myiagra pluto
Myiagra rubecula
Myiagra ruficollis
Myiagra vanikorensis
Myiarchus antillarum
Myiarchus apicalis
Myiarchus barbirostris
Myiarchus cephalotes
Myiarchus cinerascens
Myiarchus crinitus
Myiarchus ferox
Myiarchus magnirostris
Myiarchus nugator
Myiarchus nuttingi
Myiarchus oberi
Myiarchus panamensis
Myiarchus phaeocephalus
Myiarchus sagrae
Myiarchus semirufus
Myiarchus stolidus
Myiarchus swainsoni
Myiarchus tuberculifer
Myiarchus tyrannulus
Myiarchus validus
Myiarchus venezuelensis
Myiarchus yucatanensis
Myiobius atricaudus
Myiobius barbatus
Myiobius sulphureipygius
Myiobius villosus
Myioborus albifacies
Myioborus albifrons
Myioborus brunniceps
Myioborus cardonai
Myioborus castaneocapilla
Myioborus ornatus
Myioborus flavivertex
Myioborus melanocephalus
Myioborus miniatus
Myioborus ornatus
Myioborus pariae
Myioborus pictus
Myioborus torquatus
Myiodynastes bairdii
Myiodynastes chrysocephalus
Myiodynastes hemichrysus
Myiodynastes luteiventris
Myiodynastes maculatus
Myiodynastes maculatus
Myiomela leucura
Myiomela diana
Myiomela leucura
Myiopagis caniceps
Myiopagis caniceps
Myiopagis cotta
Myiopagis flavivertex
Myiopagis gaimardii
Myiopagis olallai
Myiopagis caniceps
Myiopagis subplacens
Myiopagis viridicata
Myiophobus fasciatus
Myiophobus cryptoxanthus
Myiophobus fasciatus
Myiophobus flavicans
Myiophobus inornatus
Myiophobus phoenicomitra
Myiophobus roraimae
Myiophobus fasciatus
Myiopsitta monachus
Myiopsitta monachus
Myiornis albiventris
Myiornis atricapillus
Myiornis auricularis
Myiornis ecaudatus
Myiotheretes fumigatus
Myiotheretes fuscorufus
Myiotheretes pernix
Myiotheretes striaticollis
Myiothlypis basilica
Myiothlypis bivittata
Myiothlypis chrysogaster
Myiothlypis chrysogaster
Myiothlypis cinereicollis
Myiothlypis conspicillata
Myiothlypis coronata
Myiothlypis luteoviridis
Myiothlypis flaveola
Myiothlypis fraseri
Myiothlypis fulvicauda
Myiothlypis leucoblephara
Myiothlypis leucophrys
Myiothlypis luteoviridis
Myiothlypis rivularis
Myiothlypis nigrocristata
Myiothlypis rivularis
Myiothlypis bivittata
Myiothlypis signata
Myiothlypis luteoviridis
Myiotriccus ornatus
Myiotriccus ornatus
Myiozetetes cayanensis
Myiozetetes granadensis
Myiozetetes luteiventris
Myiozetetes similis
Myophonus blighi
Myophonus borneensis
Myophonus caeruleus
Myophonus castaneus
Myophonus glaucinus
Myophonus horsfieldii
Myophonus insularis
Myophonus melanurus
Myophonus robinsoni
Myornis senilis
Myrmeciza longipes
Myrmecocichla aethiops
Myrmecocichla arnotti
Myrmecocichla collaris
Myrmecocichla formicivora
Myrmecocichla melaena
Myrmecocichla monticola
Myrmecocichla nigra
Myrmecocichla tholloni
Myrmelastes brunneiceps
Myrmelastes caurensis
Myrmelastes humaythae
Myrmelastes hyperythrus
Myrmelastes leucostigma
Myrmelastes rufifacies
Myrmelastes saturatus
Myrmelastes schistaceus
Myrmia micrura
Myrmoborus leucophrys
Myrmoborus lophotes
Myrmoborus lugubris
Myrmoborus melanurus
Myrmoborus myotherinus
Myrmochanes hemileucus
Myrmoderus eowilsoni
Myrmoderus ferrugineus
Myrmoderus loricatus
Myrmoderus ruficauda
Myrmoderus squamosus
Myrmophylax atrothorax
Myrmorchilus strigilatus
Myrmornis torquata
Myrmornis torquata
Myrmothera campanisona
Myrmothera subcanescens
Myrmothera simplex
Myrmotherula ambigua
Myrmotherula assimilis
Myrmotherula axillaris
Myrmotherula behni
Myrmotherula brachyura
Myrmotherula cherriei
Myrmotherula grisea
Myrmotherula ignota
Myrmotherula iheringi
Myrmotherula klagesi
Myrmotherula longicauda
Myrmotherula longipennis
Myrmotherula axillaris
Myrmotherula fluminensis
Myrmotherula menetriesii
Myrmotherula minor
Myrmotherula multostriata
Myrmotherula pacifica
Myrmotherula schisticolor
Myrmotherula sclateri
Myrmotherula snowi
Myrmotherula sunensis
Myrmotherula surinamensis
Myrmotherula unicolor
Myrmotherula urosticta
Myrtis fanny
Mystacornis crossleyi
Myza celebensis
Myza sarasinorum
Myzomela adolphinae
Myzomela albigula
Myzomela chloroptera
Myzomela blasii
Myzomela boiei
Myzomela caledonica
Myzomela cardinalis
Myzomela nigriventris
Myzomela sp.
Myzomela chermesina
Myzomela chloroptera
Myzomela cineracea
Myzomela cruentata
Myzomela dammermani
Myzomela eichhorni
Myzomela eques
Myzomela cruentata
Myzomela erythrocephala
Myzomela erythromelas
Myzomela irianawidodoae
Myzomela jugularis
Myzomela kuehni
Myzomela lafargei
Myzomela rosenbergii
Myzomela malaitae
Myzomela melanocephala
Myzomela nigrita
Myzomela obscura
Myzomela pammelaena
Myzomela prawiradilagae
Myzomela pulchella
Myzomela rosenbergii
Myzomela rubratra
Myzomela obscura
Myzomela obscura
Myzomela sanguinolenta
Myzomela sclateri
Myzomela obscura
Myzomela tristrami
Myzomela vulnerata
Myzomela wahe
Myzomela wakoloensis
Myzornis pyrrhoura
Cisticola anderseni
Cisticola bakerorum
Grallaria ayacuchensis
Grallaria centralis
Grallaria gravesi
Grallaria oneilli
Grallaria sinaensis
Melanocharis citreola
Oreotrochilus cyanolaemus
Nannopsittaca dachilleae
Nannopsittaca panychlora
Nannopterum auritum
Nannopterum brasilianum
Nannopterum harrisi
Napothera epilepidota
Nasica longirostris
Neafrapus boehmi
Neafrapus cassini
Necrosyrtes monachus
Nectarinia bocagii
Nectarinia famosa
Nectarinia johnstoni
Nectarinia kilimensis
Nectarinia purpureiventris
Nectarinia tacazze
Nemosia pileata
Nemosia rourei
Oressochen jubatus
Neochmia phaeton
Aidemosyne modesta
Neochmia phaeton
Bathilda ruficauda
Neochmia temporalis
Neocichla gutturalis
Neocossyphus poensis
Neocossyphus rufus
Mustelirallus colombianus
Mustelirallus erythrops
Neoctantes niger
Neodrepanis coruscans
Neodrepanis hypoxantha
Neolalage banksiana
Neolestes torquatus
Neomixis striatigula
Neomixis striatigula
Neomixis tenella
Neomixis viridis
Neomorphus geoffroyi
Neomorphus squamiger
Neomorphus pucheranii
Neomorphus radiolosus
Neomorphus rufipennis
